Country,Year,GDP,GDP Per Capita,GDP PPP,GDP PPP Per Capita,Access to electricity (% of population),Population,Life Expectancy,Health Percentage Expenditure,Total Health Expenditure,Adult Mortality,Infant Deaths per 1000 population,Under-Five Deaths per 1000,Hepatitis B Immunisation,Polio Immunisation (%),Measles Reported Cases per 1000 population,Average Body Mass Index,Diphtheria Immunisation (%),HIV/AIDS Deaths per 1000 population,Country Classification
Malawi,2014,6054750320,371.6953704,19666270582,1207.293669,11.9,16289550,62.6,59.48744893,11.38,377,27,40,91,87,3,19.2,91,5.1,Least Developed Country
Malawi,2015,6373201160,380.5963021,20433114172,1220.229442,10.8,16745305,63.4,0,,365,26,38,88,88,0,19.6,88,4.8,Least Developed Country
Malaysia,2000,93789736842,4043.662923,3.01E+11,12973.90307,97.00534058,23194252,72.5,23.37167228,3.4,149,4,5,97,98,6187,26,98,0.1,Developing Country
Malaysia,2001,92783947368,3913.429386,3.09E+11,13037.70257,97.21986389,23709115,72.7,210.2417002,3.4,144,4,5,95,95,2198,27,96,0.1,Developing Country
Malaysia,2002,1.00845E+11,4165.715233,3.31E+11,13670.03764,97.42203522,24208391,72.8,216.7029481,3.4,14,4,4,95,94,408,27.9,94,0.1,Developing Country
Malaysia,2003,1.10202E+11,4461.847325,3.57E+11,14437.40554,97.61792755,24698821,73,264.2496129,3.95,138,3,4,95,96,632,28.8,96,0.1,Developing Country
Malaysia,2004,1.2475E+11,4952.224405,3.91E+11,15522.70713,97.813591,25190647,73.1,315.6639322,3.74,137,3,4,94,95,5729,29.8,95,0.1,Developing Country
Malaysia,2005,1.43534E+11,5587.02478,4.25E+11,16531.59634,98.0240097,25690615,73.2,297.5913833,3.29,135,3,4,96,96,1407,3.7,96,0.1,Developing Country
Malaysia,2006,1.62691E+11,6209.115763,4.62E+11,17632.13531,98.2416687,26201954,73.4,365.9113978,3.65,134,3,4,95,95,564,31.6,95,0.1,Developing Country
Malaysia,2007,1.93548E+11,7243.456801,5.04E+11,18872.82407,98.47579956,26720367,73.5,409.9812523,3.61,133,3,4,96,97,394,32.5,97,0.1,Developing Country
Malaysia,2008,2.30814E+11,8474.576756,5.39E+11,19787.70133,98.72924805,27236003,73.7,438.4519214,3.47,132,3,4,97,97,334,33.4,97,0.1,Developing Country
Malaysia,2009,2.02258E+11,7292.49357,5.35E+11,19283.4537,99.3,27735038,73.9,431.5452472,3.97,131,3,4,96,97,153,34.4,97,0.1,Developing Country
Malaysia,2010,2.55017E+11,9040.568495,5.81E+11,20605.20623,99.28923035,28208028,74.2,65.56659662,3.99,131,3,4,96,96,73,35.3,96,0.1,Developing Country
Malaysia,2011,2.97952E+11,10399.37021,6.25E+11,21806.81746,99.56734467,28650962,74.4,9.23002632,3.89,13,3,4,96,96,1569,36.3,96,0.1,Developing Country
Malaysia,2012,3.14443E+11,10817.43171,6.72E+11,23105.05145,99.8,29068189,74.6,101.609245,4.1,129,3,4,97,97,1868,37.4,97,0.1,Developing Country
Malaysia,2013,3.23277E+11,10970.1043,7.15E+11,24279.32968,99.92913818,29468923,74.8,110.6779711,4.2,128,3,4,96,97,195,38.5,97,0.1,Developing Country
Malaysia,2014,3.38062E+11,11319.06194,7.73E+11,25875.46196,99.98512268,29866606,74.9,721.3655432,4.17,126,4,4,96,97,221,39.5,97,0.1,Developing Country
Malaysia,2015,2.96434E+11,9792.684288,8.21E+11,27116.57357,99.99858856,30270965,75.1,0,,123,4,4,99,99,1318,4.6,99,0.1,Developing Country
Maldives,2000,624337145.3,2234.595861,2179441435,7800.546305,83.8,279396,69.7,300.1621026,8,139,0,0,96,98,20,15.2,98,0.1,Developing Country
Maldives,2001,870179738.6,3039.302776,2139411423,7472.38621,86.63990021,286309,70.4,41.30688803,5.84,129,0,0,98,97,0,15.6,98,0.1,Developing Country
Maldives,2002,897031250,3049.207981,2331212181,7924.30675,87.7772522,294185,71.3,4.299053392,5.78,124,0,0,98,98,926,16.2,98,0.1,Developing Country
Maldives,2003,1052121056,3476.006277,2701000633,8923.588309,88.90831757,302681,72.4,491.4978908,5.9,112,0,0,98,98,75,16.7,98,0.1,Developing Country
Maldives,2004,1226829565,3941.431143,2941076579,9448.786658,90.03916168,311265,72.4,611.9093566,5.89,16,0,0,97,96,37,17.3,96,0.1,Developing Country
Maldives,2005,1163362434,3640.012122,2634526005,8243.094594,91.17584991,319604,74.1,620.9518909,9.52,93,0,0,98,98,1395,18,98,0.1,Developing Country
Maldives,2006,1575200391,4809.933741,3422983928,10452.21039,92.32444,327489,74.6,659.8499118,7.37,88,0,0,98,98,47,18.7,98,0.1,Developing Country
Maldives,2007,1868383460,5574.401978,3786072228,11295.90845,93.49100494,335172,75,6.491488598,6.64,82,0,0,98,98,20,19.5,98,0.1,Developing Country
Maldives,2008,2271646188,6614.236182,4225823254,12304.11373,94.68008423,343448,75.5,1077.712092,9.3,81,0,0,98,98,0,2.3,98,0.1,Developing Country
Maldives,2009,2345294879,6636.543881,3950231941,11178.07737,99.9,353391,75.9,100.503021,9.22,75,0,0,98,98,6,21.2,98,0.1,Developing Country
Maldives,2010,2588176058,7076.739831,4286595636,11720.65632,97.11832428,365730,76.4,91.13971812,7.93,73,0,0,97,97,0,22.1,96,0.1,Developing Country
Maldives,2011,2774351758,7291.465961,4751030618,12486.51254,98.25430298,380493,76.9,1079.893546,8.11,67,0,0,96,96,0,23.1,96,0.1,Developing Country
Maldives,2012,2886170570,7265.723396,4964043673,12496.61701,99.1618042,397231,77.2,1259.940376,9.16,65,0,0,99,99,0,24.1,99,0.1,Developing Country
Maldives,2013,3295011381,7928.47644,5418937041,13039.07929,99.71151733,415592,77.5,1626.591186,11.16,64,0,0,99,99,0,25.1,99,0.1,Developing Country
Maldives,2014,3697351594,8499.307142,5926159630,13622.79177,100,435018,77.9,2051.748615,13.73,62,0,0,99,99,0,26.2,99,0.1,Developing Country
Maldives,2015,4006531188,8807.227714,6162301439,13546.08,99.99401093,454914,78.1,0,,61,0,0,99,99,0,27.4,99,0.1,Developing Country
Mali,2000,2954129566,269.8710637,12767673703,1166.375952,10.28409481,10946448,47.8,23.94507124,6.29,37,60,111,,53,1578,15.6,43,2.5,Least Developed Country
Mali,2001,3465305993,307.4368387,15053972240,1335.566222,10.8,11271603,48.6,4.395885717,6.39,34,60,110,,56,4464,16.1,49,2.4,Least Developed Country
Mali,2002,3889758024,334.8364342,15767109870,1357.257396,13.26835442,11616890,49.5,3.67646576,6.32,31,60,108,,65,717,16.5,61,2.3,Least Developed Country
Mali,2003,4703504467,392.5248572,17524430970,1462.478629,14.7480278,11982692,50.4,6.660451777,6.25,299,59,106,79,67,232,17,63,2.2,Least Developed Country
Mali,2004,5444474268,440.1681571,18276966707,1477.633718,16.22747993,12369078,51.3,57.11644801,6.28,296,58,103,73,7,172,17.5,69,2,Least Developed Country
Mali,2005,6245031690,488.8284052,20077843591,1571.588544,17.71277428,12775509,52.3,60.21211141,6.34,29,57,101,83,78,33,18,77,1.9,Least Developed Country
Mali,2006,6899799786,522.5783724,21649834107,1639.719328,16.6,13203378,53.1,67.70920683,6.56,288,57,98,9,79,128,18.5,78,1.8,Least Developed Country
Mali,2007,8145694632,596.6905822,23008089268,1685.394653,20.72514153,13651455,53.9,81.8405007,6.97,282,56,96,74,76,2,19,74,1.7,Least Developed Country
Mali,2008,9750822511,690.8823908,24575253760,1741.249013,22.26283073,14113578,54.6,102.1413744,6.74,278,55,94,74,74,98,19.6,74,1.6,Least Developed Country
Mali,2009,10181021770,698.2184782,25921261677,1777.690323,24.03089583,14581427,55.1,84.63438925,6.85,276,55,93,71,77,2939,2.2,73,1.6,Least Developed Country
Mali,2010,10678749467,709.5820117,27642895641,1836.816339,25.39828682,15049352,55.6,9.585584394,6.35,273,54,91,72,77,1719,2.7,73,1.5,Least Developed Country
Mali,2011,12978107561,836.5097016,29134739169,1877.892586,26.99004555,15514593,56,101.8113996,6.59,271,54,90,66,72,24,21.3,66,1.5,Least Developed Country
Mali,2012,12442747897,778.6698036,29445208708,1842.687409,25.6,15979492,56.3,96.5465827,6.47,27,53,88,66,72,341,21.9,66,1.5,Least Developed Country
Mali,2013,13246412031,805.260158,30652146179,1863.368889,30.20660782,16449854,56.5,36.86104319,6.58,275,53,86,69,7,221,22.5,69,1.6,Least Developed Country
Mali,2014,14388360064,849.6621641,33431836099,1974.218471,31.82540131,16934213,56.9,46.56231672,6.86,272,52,85,73,74,290,23.2,73,1.6,Least Developed Country
Mali,2015,13100058100,751.2030147,35804053416,2053.129281,37.6,17438772,57.4,0,,266,52,84,64,66,215,23.8,64,1.5,Least Developed Country
Malta,2000,4306192436,10939.16773,7577717669,19249.93502,100,393649,78,134.3547253,6.83,8,0,0,,94,2,62.3,94,0.1,Developed Country
Malta,2001,4331870648,10930.12446,7711737803,19458.16504,100,396324,78.4,130.0150391,7.11,79,0,0,,95,2,62.8,95,0.1,Developed Country
Malta,2002,4689832690,11762.22083,8141793442,20419.82705,100,398720,78.6,1552.740429,7.86,75,0,0,,95,7,63.4,95,0.1,Developed Country
Malta,2003,5456583589,13612.26067,8345352006,20818.72385,100,400858,78.8,1678.392773,8.6,71,0,0,89,94,4,63.9,94,0.1,Developed Country
Malta,2004,6062780269,15050.84223,8587594280,21318.68894,100,402820,79,203.3157499,8.46,69,0,0,85,89,4,64.5,89,0.1,Developed Country
Malta,2005,6394851387,15803.0623,8978232494,22187.15633,100,404659,79.3,2247.035692,8.83,67,0,0,85,94,6,65,92,0.1,Developed Country
Malta,2006,6757119558,16629.63492,9412863721,23165.56425,100,406330,79.5,2380.699796,8.93,66,0,0,86,83,1,65.6,85,0.1,Developed Country
Malta,2007,7880509171,19321.88766,10124662345,24824.23207,100,407854,79.7,2578.888314,8.36,65,0,0,82,76,2,66.1,74,0.1,Developed Country
Malta,2008,8977149553,21922.59588,10722939001,26185.89085,100,409493,80.1,2655.573684,8.15,64,0,0,86,72,1,66.6,72,0.1,Developed Country
Malta,2009,8528202278,20721.70036,10781945916,26197.81348,100,411559,80.4,335.5180568,8.33,63,0,0,86,73,1,67.1,73,0.1,Developed Country
Malta,2010,8741059603,21100.57187,11527097116,27825.95615,100,414257,80.7,278.0687051,8.3,62,0,0,75,76,0,67.6,76,0.1,Developed Country
Malta,2011,9504797627,22753.99221,11899362308,28486.45578,100,417720,80.9,3601.287457,9.6,59,0,0,82,96,3,68,96,0.1,Developed Country
Malta,2012,9203729739,21819.66184,12364435233,29312.87676,100,421809,81,343.123395,9.95,58,0,0,93,99,0,68.4,99,0.1,Developed Country
Malta,2013,10145944324,23808.72269,13239168682,31067.35911,100,426144,81.2,374.2947283,9.89,57,0,0,94,99,0,68.8,99,0.1,Developed Country
Malta,2014,11217780149,26076.33871,14510374273,33730.15243,100,430190,81.5,409.6000248,9.75,55,0,0,9,99,0,69.2,99,0.1,Developed Country
Malta,2015,10285547954,23723.52541,16108943985,37155.13687,100,433559,81.5,0,,54,0,0,95,97,2,69.6,97,0.1,Developed Country
Mauritania,2000,1293654175,491.8431351,5931408025,2255.102155,18.65601158,2630217,60.2,8.594570232,5.26,23,7,11,,58,0,21.1,51,1.1,Least Developed Country
Mauritania,2001,1295539448,479.4024021,6183272439,2288.062833,22.2,2702405,60.3,28.782245,4.34,229,7,12,,75,1398,21.7,75,1.2,Least Developed Country
Mauritania,2002,1324426607,476.7387916,6322846579,2275.963215,21.4166069,2778097,60.4,4.113190741,5.31,228,7,12,,91,883,22.3,89,1.2,Least Developed Country
Mauritania,2003,1563074860,547.0748331,6825283389,2388.843214,22.78444862,2857150,60.5,29.65370899,4.53,226,8,12,,75,3611,22.9,76,1.3,Least Developed Country
Mauritania,2004,1833444740,623.7806364,7411873390,2521.69209,24.15206909,2939246,60.6,5.00378288,4.7,224,8,12,,68,5039,23.6,7,1.3,Least Developed Country
Mauritania,2005,2184444849,722.3220335,8328259408,2753.873724,18.2,3024198,60.8,55.12187071,4.21,223,8,12,42,71,127,24.2,71,1.3,Least Developed Country
Mauritania,2006,3040716679,977.1229352,10199312956,3277.511082,26.91089821,3111908,61.1,55.79836969,3.21,221,8,12,68,68,22,24.8,68,1.3,Least Developed Country
Mauritania,2007,3356757497,1048.163909,10768415285,3362.490222,33.04054054,3202512,61.3,7.35400072,3.54,219,8,12,74,75,11,25.5,75,1.3,Least Developed Country
Mauritania,2008,3978425881,1206.9599,11096432604,3366.394044,30,3296237,61.6,61.76263795,3.23,217,8,12,74,73,4,26.1,74,1.3,Least Developed Country
Mauritania,2009,3670515288,1081.660469,11064510836,3260.589601,31.18697548,3393408,61.9,11.14504291,3.79,215,8,12,64,63,322,26.8,64,1.2,Least Developed Country
Mauritania,2010,4343665075,1243.107171,11727781034,3356.356543,32.65188217,3494200,62.2,8.353074798,3.28,214,8,12,64,52,1292,27.4,64,1.2,Least Developed Country
Mauritania,2011,5179690136,1439.344169,12535969842,3483.524037,34.13181305,3598646,62.5,79.27658464,2.87,212,8,12,75,73,234,28.1,75,1.2,Least Developed Country
Mauritania,2012,5225533500,1409.808704,13516792653,3646.726584,35.62375641,3706555,62.9,62.48419552,3.36,29,8,12,8,8,35,28.8,8,1.2,Least Developed Country
Mauritania,2013,5724227185,1499.471299,14591655212,3822.309543,37.12471008,3817497,63.1,8.88028118,3.63,28,8,12,8,8,62,29.4,8,1.1,Least Developed Country
Mauritania,2014,5391475277,1371.564656,15697313883,3993.319047,38.8,3930894,63.4,80.92679802,3.77,26,8,12,84,84,14,3.1,84,0.9,Least Developed Country
Mauritania,2015,4844223107,1197.197024,15934119320,3937.944188,39.5,4046304,63.7,0,,25,8,12,73,67,1,3.8,73,0.9,Least Developed Country
Mauritius,2000,4582555125,3866.655465,10655555592,8990.914707,99,1185147,71.1,336.3213326,3.78,177,0,0,88,88,0,25.3,88,0.1,Developing Country
Mauritius,2001,4536538211,3799.728967,11253800238,9425.99594,99.22132874,1193911,71.6,70.15536981,3.87,177,0,0,92,93,0,25.8,92,0.1,Developing Country
Mauritius,2002,4767303154,3966.785921,11616423097,9665.813586,99.4,1201805,71.6,369.6317105,4.24,179,0,0,88,88,0,26.4,88,0.1,Developing Country
Mauritius,2003,5609831328,4640.089701,12533258799,10366.70118,99.02339935,1208992,71.6,407.779262,4.15,174,0,0,97,99,777,26.9,99,0.1,Developing Country
Mauritius,2004,6385695187,5252.828229,13427983744,11045.76557,98.92108154,1215668,72.1,509.3899943,4.29,168,0,0,98,98,28,27.5,98,0.1,Developing Country
Mauritius,2005,6283803256,5142.186444,14092380885,11532.13221,98.82460022,1222010,72.2,479.9234077,4.47,168,0,0,97,97,7,28,97,0.1,Developing Country
Mauritius,2006,7028803366,5723.366438,15225266057,12397.52661,98.74002075,1228089,71.9,502.3844946,4.38,165,0,0,97,98,3,28.6,97,0.1,Developing Country
Mauritius,2007,8150138757,6605.23933,16529635707,13396.36086,98.67340851,1233890,73,582.5143743,4.24,161,0,0,97,96,13,29.1,97,0.1,Developing Country
Mauritius,2008,9990370016,8061.547934,17758924521,14330.24213,98.62932587,1239262,72.8,6.6489825,4.6,166,0,0,99,99,12,29.7,99,0.1,Developing Country
Mauritius,2009,9128843109,7338.321915,18487519822,14861.39813,98.60626221,1243996,72.9,624.2361828,4.97,166,0,0,99,99,15,3.2,99,0.1,Developing Country
Mauritius,2010,10003670690,8016.063658,19521611695,15642.90618,98.60122681,1247953,73.3,0.108055973,5.29,163,0,0,99,99,12,3.7,99,0.2,Developing Country
Mauritius,2011,11518393367,9206.804208,20742028226,16579.37758,99.4,1251074,73.7,918.807245,5.2,158,0,0,98,98,2,31.3,98,0.1,Developing Country
Mauritius,2012,11668685524,9308.965236,21878902447,17454.40323,98.63320923,1253489,74,915.1859205,4.76,154,0,0,98,98,0,31.8,98,0.1,Developing Country
Mauritius,2013,12129642296,9661.527742,23010981216,18328.7543,98.66422272,1255458,74.2,917.467628,4.82,147,0,0,98,98,0,32.3,98,0.1,Developing Country
Mauritius,2014,12803445934,10182.87331,24324289333,19345.66349,98.70124054,1257351,74.3,115.2784282,4.81,148,0,0,97,98,0,32.8,97,0.1,Developing Country
Mauritius,2015,11692287066,9283.593697,25457900426,20213.39389,98.74125671,1259457,74.6,0,,146,0,0,97,98,0,33.3,97,0.1,Developing Country
Mexico,2000,6.83648E+11,6912.528177,1.10E+12,11089.81343,98.007132,98899845,74.5,10.22840118,4.98,129,55,66,97,97,30,52.4,97,0.1,Developing Country
Mexico,2001,7.24704E+11,7225.493083,1.12E+12,11129.86907,97.18483734,100298152,74.8,13.31109532,5.35,126,52,62,97,97,3,53.2,97,0.1,Developing Country
Mexico,2002,7.4156E+11,7292.72981,1.14E+12,11187.47696,97.897085,101684764,74.8,12.1859723,5.52,127,49,58,97,98,0,54.1,97,0.1,Developing Country
Mexico,2003,7.13284E+11,6919.64662,1.18E+12,11482.44959,97.52024841,103081020,74.8,781.2062828,6.2,127,46,55,98,98,44,54.9,98,0.1,Developing Country
Mexico,2004,7.70268E+11,7369.928454,1.26E+12,12085.76156,98.597701,104514934,75.2,920.8284115,6.11,124,44,52,98,98,64,55.7,98,0.1,Developing Country
Mexico,2005,8.66346E+11,8172.672939,1.34E+12,12657.63767,98.932728,106005199,75,998.3498049,6.4,126,42,49,98,98,6,56.4,98,0.1,Developing Country
Mexico,2006,9.65281E+11,8974.338047,1.49E+12,13808.17737,99.11416,107560155,75.5,980.2537444,5.83,125,40,47,98,98,23,57.2,98,0.1,Developing Country
Mexico,2007,1.04347E+12,9558.180026,1.56E+12,14290.06711,98.25283051,109170503,75.7,105.7476131,5.92,123,38,45,98,98,0,57.9,98,0.1,Developing Country
Mexico,2008,1.10128E+12,9937.937784,1.65E+12,14924.82161,98.914037,110815272,75.3,159.8772264,6.6,127,37,43,97,96,0,58.7,96,0.1,Developing Country
Mexico,2009,8.94949E+11,7957.654499,1.64E+12,14558.24494,98.71661377,112463886,75.4,881.7364327,6.6,13,36,42,95,95,0,59.4,95,0.1,Developing Country
Mexico,2010,1.05113E+12,9212.9137,1.74E+12,15260.62082,99.236696,114092961,75.2,1033.039737,6.39,127,35,40,93,95,0,6.1,95,0.1,Developing Country
Mexico,2011,1.17119E+12,10123.01985,1.91E+12,16520.25922,99.24835968,115695468,75.7,1117.196097,6.4,124,34,39,98,97,3,6.8,97,0.1,Developing Country
Mexico,2012,1.1866E+12,10118.15702,2.01E+12,17162.92737,99.111637,117274156,76,112.696486,6.21,123,33,38,99,99,0,61.5,99,0.1,Developing Country
Mexico,2013,1.26198E+12,10620.31399,2.06E+12,17373.89746,99.74873352,118827158,76.3,150.408875,6.3,12,32,37,82,83,0,62.1,83,0.1,Developing Country
Mexico,2014,1.29846E+12,10788.58391,2.17E+12,18045.98311,99.172928,120355137,76.2,168.173753,6.3,122,31,36,84,87,3,62.8,87,0.1,Developing Country
Mexico,2015,1.15226E+12,9455.771531,2.23E+12,18284.88389,99,121858251,76.2,0,,122,30,35,82,87,0,63.5,87,0.1,Developing Country
Mongolia,2000,1136896124,474.2170943,8880653327,3704.258928,67.3,2397417,62.4,56.431387,4.92,274,2,3,93,94,925,38.5,94,0.1,Developing Country
Mongolia,2001,1267997934,524.0540084,9343415414,3861.563309,74.0714035,2419594,63,61.84921903,5.45,266,2,3,95,95,10677,39.1,95,0.1,Developing Country
Mongolia,2002,1396555720,571.594979,9940422844,4068.50633,74.51846313,2443261,63.5,55.60878216,5.81,263,2,2,98,98,1205,39.8,98,0.1,Developing Country
Mongolia,2003,1595297356,646.192471,10834247028,4388.529094,76.3,2468765,63.9,56.05686428,6.18,271,2,2,98,98,18,4.5,98,0.1,Developing Country
Mongolia,2004,1992066808,797.9777263,12308102951,4930.352721,75.3997879,2496394,64.4,73.24150483,5.99,284,2,2,98,99,0,41.3,99,0.1,Developing Country
Mongolia,2005,2523471532,998.829388,13612091722,5387.878196,86.2,2526429,64.9,98.68367951,5.9,274,2,2,98,99,0,42.1,99,0.1,Developing Country
Mongolia,2006,3414055566,1334.212724,15223949682,5949.518684,76.30448914,2558854,65.5,122.1206485,4.68,271,2,2,98,98,26,43,99,0.1,Developing Country
Mongolia,2007,4234999823,1632.727582,17234970334,6644.631077,76.78076172,2593819,66,126.698109,5.6,26,2,2,98,99,12,43.9,95,0.1,Developing Country
Mongolia,2008,5623216449,2136.562402,19134026839,7270.046016,77.27954865,2631899,66.4,181.0123284,5.58,225,2,2,96,95,31,44.9,96,0.1,Developing Country
Mongolia,2009,4583850368,1714.361827,19035310546,7119.213576,77.79936981,2673794,67.1,134.1678932,5.29,235,1,2,97,96,8,45.9,95,0.1,Developing Country
Mongolia,2010,7189481824,2643.287083,20482866404,7530.736918,78.50208044,2719902,67.8,22.31624272,4.7,25,1,2,96,96,7,46.9,96,0.1,Developing Country
Mongolia,2011,10409797649,3757.565415,24526362242,8853.141397,72.05707491,2770357,68.4,257.8403154,4.45,235,1,2,99,99,0,48,99,0.1,Developing Country
Mongolia,2012,12292770631,4351.888461,28076294276,9939.573815,79.45494843,2824698,68.9,253.8285861,4.22,231,1,2,99,99,0,49.2,99,0.1,Developing Country
Mongolia,2013,12582122604,4366.089537,31896989568,11068.49113,81.2,2881783,69.2,241.1958645,4.21,227,1,1,98,98,0,5.4,98,0.1,Developing Country
Mongolia,2014,12226514722,4158.521471,35063179382,11925.80123,80.60873413,2940111,69.4,281.0023992,4.73,225,1,1,99,99,0,51.5,99,0.1,Developing Country
Mongolia,2015,11749620620,3918.587015,36281493744,12100.15156,81.1916275,2998433,69.6,0,,222,1,1,99,99,20359,52.7,99,0.1,Developing Country
Montenegro,2000,984279598.3,1604.216062,3631289212,5918.412297,99.4369812,613558,73.1,274.5472605,7.32,144,0,0,,,0,51.9,,0.1,Developing Country
Montenegro,2001,1159860290,1891.580296,4113933298,6709.286655,99.4541626,613170,73.3,33.66981355,8.23,136,0,0,,,0,52.7,,0.1,Developing Country
Montenegro,2002,1284446123,2094.077032,4329951244,7059.269583,99.46000671,613371,73.5,36.48024032,8.33,136,0,0,,,0,53.5,,0.1,Developing Country
Montenegro,2003,1707678390,2780.868305,4489587683,7311.067567,99.46105957,614081,73.6,495.0782963,8.91,134,0,0,,,0,54.2,,0.1,Developing Country
Montenegro,2004,2073255525,3370.396392,4805718460,7812.436027,99.46193695,615137,73.7,57.12190146,8.45,134,0,0,,,0,55,,0.1,Developing Country
Montenegro,2005,2257174481,3661.937742,5106755189,8284.968541,99.83022071,616388,73.8,527.3076721,8.46,133,0,0,,,0,55.7,,0.1,Developing Country
Montenegro,2006,2696020575,4363.460143,6425720155,10399.91091,99.48332214,617863,74.1,595.7306923,8.1,13,0,0,9,9,0,56.5,9,0.1,Developing Country
Montenegro,2007,3668857104,5921.771313,7665970111,12373.36876,99.51626587,619554,74.4,678.5188944,6.74,125,0,0,9,92,0,57.2,92,0.1,Developing Country
Montenegro,2008,4545674528,7316.250978,8524424967,13720.03915,99.56887817,621312,74.8,709.1311228,6.13,121,0,0,93,95,0,57.8,95,0.1,Developing Country
Montenegro,2009,4159330370,6677.010801,8053138393,12927.77617,99.64112091,622933,75.2,489.6818699,6.7,117,0,0,87,91,0,58.5,92,0.1,Developing Country
Montenegro,2010,4139192053,6630.356064,8445898900,13529.04535,99.72993469,624279,75.6,635.4849381,6.9,115,0,0,9,93,5,59.1,94,0.1,Developing Country
Montenegro,2011,4538198499,7257.970542,8974067443,14352.28476,99.82582092,625271,75.6,666.7374371,6.92,113,0,0,91,95,5,59.7,95,0.1,Developing Country
Montenegro,2012,4087724528,6530.631216,8603938446,13745.82573,99.91059875,625931,75.9,648.1331781,7.25,11,0,0,9,94,0,6.2,94,0.1,Developing Country
Montenegro,2013,4464260489,7127.512587,9237489066,14748.31492,99.7,626342,76.2,707.144691,6.43,19,0,0,9,94,0,6.7,94,0.1,Developing Country
Montenegro,2014,4587928884,7321.35783,9557907981,15252.38647,99.99226379,626650,76.4,726.0291764,6.42,17,0,0,87,91,0,61.3,91,0.1,Developing Country
Montenegro,2015,4052913386,6464.420025,10164369481,16212.22744,99.99916077,626957,76.6,0,,16,0,0,82,89,0,61.8,89,0.1,Developing Country
Morocco,2000,38857251336,1349.506632,1.04E+11,3613.843131,69.85096741,28793672,68.5,63.42140024,4.18,16,27,32,43,95,7368,44.8,95,0.1,Developing Country
Morocco,2001,39459581217,1354.773866,1.14E+11,3918.178138,71.93392181,29126323,69.1,71.11645,4.44,155,26,30,84,93,2724,45.7,96,0.1,Developing Country
Morocco,2002,42236836821,1433.955994,1.20E+11,4058.625988,74.00453949,29454765,69.6,66.72933871,5.31,15,25,29,92,94,6000,46.5,94,0.1,Developing Country
Morocco,2003,52064058834,1748.120123,1.29E+11,4332.173522,76.06886292,29782884,70.2,88.16506179,5.25,146,24,28,9,91,10841,47.3,91,0.1,Developing Country
Morocco,2004,59626020162,1979.931333,1.39E+11,4610.768689,78.2,30115196,70.9,100.3638322,5.22,142,23,27,95,97,6399,48.2,97,0.1,Developing Country
Morocco,2005,62343022651,2047.015931,1.48E+11,4856.005522,80.20292664,30455563,71.8,9.469371264,5.6,137,22,26,96,98,0,49.1,98,0.1,Developing Country
Morocco,2006,68640825481,2228.258999,1.64E+11,5320.917736,96.5,30804689,72.5,127.7632005,5.23,133,22,25,95,97,1217,49.9,97,0.1,Developing Country
Morocco,2007,79041294874,2536.328195,1.74E+11,5591.651468,84.38460541,31163670,73.1,157.6431445,5.48,128,21,25,95,95,2248,5.8,95,0.1,Developing Country
Morocco,2008,92507257784,2933.310838,1.88E+11,5966.626777,86.50695038,31536807,73.4,171.3658969,5.41,123,21,24,97,99,1455,51.7,99,0.1,Developing Country
Morocco,2009,92897320376,2909.48878,1.98E+11,6190.253537,88.65032196,31929087,73.8,188.2902861,5.67,116,20,23,98,99,834,52.7,99,0.1,Developing Country
Morocco,2010,93216746662,2882.096279,2.08E+11,6418.062666,90.81171417,32343384,74.2,183.6592186,5.86,11,20,23,98,99,633,53.6,99,0.1,Developing Country
Morocco,2011,1.0137E+11,3092.273419,2.23E+11,6803.59901,92.98812866,32781860,74.6,22.0945504,5.99,14,19,22,98,98,982,54.6,99,0.1,Developing Country
Morocco,2012,98266306615,2956.097953,2.34E+11,7043.945077,95.17656708,33241898,74.9,19.15853732,6.15,99,19,22,99,99,668,55.5,99,0.1,Developing Country
Morocco,2013,1.06826E+11,3168.424029,2.49E+11,7387.345537,97.37400818,33715705,75.2,179.8598949,5.94,97,18,21,99,99,92,56.5,99,0.1,Developing Country
Morocco,2014,1.10081E+11,3219.46935,2.61E+11,7620.310217,91.6,34192358,75.5,198.7343495,5.91,96,18,21,99,99,10,57.5,99,0.1,Developing Country
Morocco,2015,1.01187E+11,2919.115617,2.75E+11,7941.724637,99.58601379,34663608,75.8,0,,95,17,20,99,99,17,58.5,99,0.1,Developing Country
Mozambique,2000,5016469069,283.2255144,8928122578,504.0740958,6.695058823,17711925,48.5,47.17250718,6.16,43,93,136,,69,7375,16.5,7,12.2,Least Developed Country
Mozambique,2001,4766928747,261.6046039,10227010857,561.248818,5.7,18221884,49,37.82511936,5.64,48,90,132,25,72,7085,16.9,73,13.4,Least Developed Country
Mozambique,2002,5031510909,268.1449313,11353945107,605.0871967,8.769053459,18764147,49.5,40.82597077,6.45,416,87,127,76,76,7155,17.3,76,14.5,Least Developed Country
Mozambique,2003,5597367853,289.5525201,12365828682,639.6858224,8.1,19331097,49.9,42.52689559,6.39,424,85,124,76,67,28898,17.7,85,15.3,Least Developed Country
Mozambique,2004,6831808930,343.1250906,13705721705,688.3648314,10.8179121,19910549,50.4,46.58195631,5.91,429,82,120,76,69,9396,18.1,83,15.9,Least Developed Country
Mozambique,2005,7723846195,376.8846349,15070753604,735.3765632,11.84807396,20493927,50.9,67.33378735,6.87,434,80,117,75,71,12598,18.5,8,16.2,Least Developed Country
